Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
MK093250,Classical swine fever virus,GenBank,set:MK093250,"Jang,G., Kim,J.A., Kang,W.M., Yang,H.S., Park,C., Jeong,K., Moon,S.U., Park,C.K., Lyoo,Y.S., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2019-01-22,KNU-1827-1,Pestivirus suis,12298,complete,South Korea,,Sus scrofa,,2018-07
MK093251,Classical swine fever virus,GenBank,set:MK093251,"Jang,G., Kim,J.A., Kang,W.M., Yang,H.S., Park,C., Jeong,K., Moon,S.U., Park,C.K., Lyoo,Y.S., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2019-01-22,KNU-1827-2,Pestivirus suis,12298,complete,South Korea,,Sus scrofa,,2018-07
MK093252,Classical swine fever virus,GenBank,set:MK093252,"Jang,G., Kim,J.A., Kang,W.M., Yang,H.S., Park,C., Jeong,K., Moon,S.U., Park,C.K., Lyoo,Y.S., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2019-01-22,KNU-1827-3,Pestivirus suis,12298,complete,South Korea,,Sus scrofa,,2018-07
MK121886,Classical swine fever virus,GenBank,set:MK121886,"Jang,G., Lee,C.","Kyungpook National University, Department of Microbiology, College of Natural Sciences",South Korea,2019-01-22,,Pestivirus suis,12298,complete,South Korea,,Sus scrofa,,2018-10
MG649392,Border disease virus,GenBank,set:MG649392,"Cerutti,F., Caruso,C., Modesto,P., Orusa,R., Masoero,L., Acutis,P.L., Peletto,S.","Istituto Zooprofilattico Sperimentale del Piemonte, Liguria e Valle d Aosta, Department of Genetics and Immunobiochemistry",Italy,2019-01-16,Italy-58987,Pestivirus ovis,12245,complete,Italy,,Rupicapra rupicapra,"spleen, abdominal cavity",2015
MH133206,Bovine viral diarrhea virus 1,GenBank,set:MH133206,"He,C.Q., Song,X.M., Yang,J.","Shandong Normal University, College of Life Sciences",China,2018-12-26,,Pestivirus bovis,12303,complete,China,,Bos taurus,,
MH231123,Bovine viral diarrhea virus 2,GenBank,set:MH231123,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,10406,Pestivirus tauri,12274,partial,USA,,,,1993
MH231124,Bovine viral diarrhea virus 2,GenBank,set:MH231124,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,1786c,Pestivirus tauri,12643,partial,USA,,,,1989
MH231125,Bovine viral diarrhea virus 2,GenBank,set:MH231125,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,2139,Pestivirus tauri,12272,partial,USA,,,,1992
MH231126,Bovine viral diarrhea virus 2,GenBank,set:MH231126,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,3237,Pestivirus tauri,12277,partial,USA,,,,1990
MH231127,Bovine viral diarrhea virus 2,GenBank,set:MH231127,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,53637c,Pestivirus tauri,12648,partial,USA,,,,2004
MH231128,Bovine viral diarrhea virus 2,GenBank,set:MH231128,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,570152,Pestivirus tauri,12284,partial,USA,,,,1992
MH231129,Bovine viral diarrhea virus 2,GenBank,set:MH231129,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,5912c,Pestivirus tauri,12560,partial,USA,,,,1995
MH231130,Bovine viral diarrhea virus 2,GenBank,set:MH231130,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,95-1501,Pestivirus tauri,12280,partial,USA,,,,1998
MH231131,Bovine viral diarrhea virus 2,GenBank,set:MH231131,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,AU501,Pestivirus tauri,12251,partial,USA,,,,2006
MH231132,Bovine viral diarrhea virus 2,GenBank,set:MH231132,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,AzSpl,Pestivirus tauri,12283,partial,USA,,,,1997
MH231133,Bovine viral diarrhea virus 2,GenBank,set:MH231133,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,B69519c,Pestivirus tauri,12629,partial,USA,,,,2006
MH231134,Bovine viral diarrhea virus 2,GenBank,set:MH231134,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,B9497,Pestivirus tauri,12271,partial,USA,,,,1997
MH231135,Bovine viral diarrhea virus 2,GenBank,set:MH231135,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,BV1907,Pestivirus tauri,12284,partial,USA,,,,1995
MH231136,Bovine viral diarrhea virus 2,GenBank,set:MH231136,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,JV14,Pestivirus tauri,12236,partial,USA,,,,1998
MH231137,Bovine viral diarrhea virus 2,GenBank,set:MH231137,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,MadSpl,Pestivirus tauri,12270,partial,USA,,,,1991
MH231138,Bovine viral diarrhea virus 2,GenBank,set:MH231138,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,MnFetus,Pestivirus tauri,12248,partial,USA,,,,1991
MH231139,Bovine viral diarrhea virus 2,GenBank,set:MH231139,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,Olwein #12,Pestivirus tauri,12284,partial,USA,,,,1990
MH231140,Bovine viral diarrhea virus 2,GenBank,set:MH231140,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,PA,Pestivirus tauri,12284,partial,USA,,,,1992
MH231141,Bovine viral diarrhea virus 2,GenBank,set:MH231141,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,PI28,Pestivirus tauri,12269,partial,USA,,,,2016
MH231142,Bovine viral diarrhea virus 2,GenBank,set:MH231142,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,Parker,Pestivirus tauri,12195,partial,USA,,,,1991
MH231143,Bovine viral diarrhea virus 2,GenBank,set:MH231143,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,RS886,Pestivirus tauri,12284,partial,USA,,,,2014
MH231144,Bovine viral diarrhea virus 2,GenBank,set:MH231144,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,Sanderson6319,Pestivirus tauri,12271,partial,USA,,,,1992
MH231145,Bovine viral diarrhea virus 2,GenBank,set:MH231145,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,Victor301,Pestivirus tauri,12284,partial,USA,,,,1990
MH231146,Bovine viral diarrhea virus 2,GenBank,set:MH231146,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,WiscA,Pestivirus tauri,12284,partial,USA,,,,1991
MH231147,Bovine viral diarrhea virus 2,GenBank,set:MH231147,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,PI12,Pestivirus tauri,12285,partial,USA,,,,2016
MH231148,Bovine viral diarrhea virus 2,GenBank,set:MH231148,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,12-149150,Pestivirus tauri,12260,partial,USA,,,,2012
MH231149,Bovine viral diarrhea virus 2,GenBank,set:MH231149,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,Short,Pestivirus tauri,12254,partial,USA,,,,1989
MH231150,Bovine viral diarrhea virus 2,GenBank,set:MH231150,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,12-151955-317,Pestivirus tauri,12260,partial,USA,,,,2012
MH231151,Bovine viral diarrhea virus 2,GenBank,set:MH231151,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,14622,Pestivirus tauri,12255,partial,USA,,,,2005
MH231152,Bovine viral diarrhea virus 2,GenBank,set:MH231152,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,2412,Pestivirus tauri,12254,partial,USA,,,,1989
MH231153,Bovine viral diarrhea virus 1,GenBank,set:MH231153,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,Nebraska,Pestivirus bovis,12303,partial,USA,,,,1990
MH806434,Bovine viral diarrhea virus 2,GenBank,set:MH806434,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,125c,Pestivirus tauri,12621,complete,USA,,,,1990
MH806435,Bovine viral diarrhea virus 2,GenBank,set:MH806435,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,1336H,Pestivirus tauri,12221,complete,USA,,,,2005
MH806436,Bovine viral diarrhea virus 2,GenBank,set:MH806436,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,296c,Pestivirus tauri,12629,complete,USA,,,,1995
MH806437,Bovine viral diarrhea virus 2,GenBank,set:MH806437,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,9231,Pestivirus tauri,12285,complete,USA,,,,2004
MH806438,Bovine viral diarrhea virus 2,GenBank,set:MH806438,"Neill,J.D., Workman,A.M., Hesse,R., Bai,J., Porter,E.P., Meadors,B., Anderson,J., Bayles,D.O., Falkenberg,S.M.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2018-12-25,McCart_c,Pestivirus tauri,12598,complete,USA,,,,1989
MH493894,Atypical porcine pestivirus,GenBank,set:MH493894,"Zhang,X., Dai,R., Li,Q., Zhou,Q., Luo,Y., Lin,L., Bi,Y., Chen,F.","South China Agriculture University, College of Animal Science",China,2018-12-24,,Pestivirus scrofae,11398,partial,China,,Sus scrofa,,2018-02
MH493895,Atypical porcine pestivirus,GenBank,set:MH493895,"Zhang,X., Dai,R., Li,Q., Zhou,Q., Luo,Y., Lin,L., Bi,Y., Chen,F.","South China Agriculture University, College of Animal Science",China,2018-12-24,,Pestivirus scrofae,11397,partial,China,,Sus scrofa,,2018-02
MH493896,Atypical porcine pestivirus,GenBank,set:MH493896,"Zhang,X., Dai,R., Li,Q., Zhou,Q., Luo,Y., Lin,L., Bi,Y., Chen,F.","South China Agriculture University, College of Animal Science",China,2018-12-24,,Pestivirus scrofae,11484,partial,China,,Sus scrofa,,2018-02
MH490942,Bovine viral diarrhea virus 1a,GenBank,set:MH490942,"Liu,C., Fabiola,V., Wei,W., Leal,E., Zhai,S., Li,J., Cui,S.","Chinese Academy of Agricultural Sciences, Institute of Animal Sciences",China,2018-12-03,,Pestivirus bovis,12341,complete,China,,Bos taurus,,2013
MH490943,Bovine viral diarrhea virus 1b,GenBank,set:MH490943,"Liu,C., Fabiola,V., Wei,W., Leal,E., Zhai,S., Li,J., Cui,S.","Chinese Academy of Agricultural Sciences, Institute of Animal Sciences",China,2018-12-03,,Pestivirus bovis,12269,complete,China,,Bos taurus,,2016
MH979231,Classical swine fever virus,GenBank,set:MH979231,"Kim,K.-S., Choe,S., Cha,R.M., Cho,I.-S., Le,V.P., Hien,N.B., Thach,P.N., Nguyen,V.G., Hang,V.T.T., Duong,T.D., An,D.-J.","Animal and Plant Quarantine Agency, Viral Disease Division",Korea,2018-11-25,HY78,Pestivirus suis,12301,complete,Viet Nam,,Sus scrofa,blood,2015-09
MH979232,Classical swine fever virus,GenBank,set:MH979232,"Kim,K.-S., Choe,S., Cha,R.M., Cho,I.-S., Le,V.P., Hien,N.B., Thach,P.N., Nguyen,V.G., Hang,V.T.T., Duong,T.D., An,D.-J.","Animal and Plant Quarantine Agency, Viral Disease Division",Korea,2018-11-25,ND20,Pestivirus suis,12301,complete,Viet Nam,,Sus scrofa,blood,2014-06
MH282908,Bat pestivirus BtSk-PestV-1/GX2017,GenBank,set:MH282908,"Wu,Z., Liu,B., Du,J., Zhang,J., Lu,L., Zhu,G., Han,Y., Su,H., Yang,L., Zhang,S., Liu,Q., Jin,Q.","Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, MOH Key Laboratory of Systems Biology of Pathogens",China,2018-11-21,BtSk-PestV-1/GX2017,Pestivirus S,11921,partial,China,,Scotophilus kuhlii,,2017-07
MG387217,Classical swine fever virus,GenBank,set:MG387217,"Liu,Y., Ni,J.-Q., Wang,C.-B., Li,J.",China Animal Disease Control Center,China,2018-11-07,BJ1-2017,Pestivirus suis,12295,complete,China,,Sus scrofa,,2017-08-09
MG387218,Classical swine fever virus,GenBank,set:MG387218,"Liu,Y., Ni,J.-Q., Wang,C.-B., Li,J.",China Animal Disease Control Center,China,2018-11-07,BJ2-2017,Pestivirus suis,12295,complete,China,,Sus scrofa,,2017-08-09
MG655308,Classical swine fever virus,GenBank,set:MG655308,"Bravo de Rueda,C., Xu,L., Daligault,H., Bucko,S.M., Barrette,R.W., Jia,W., Johnson,S.L., McIntosh,M.T.",Los Alamos National Laboratory,USA,2018-11-03,Guatemala,Pestivirus suis,11955,complete,Guatemala,,Sus scrofa,,1982-10-07
MH715893,Atypical porcine pestivirus,GenBank,set:MH715893,"Yin,Y.Y., Shi,K.K., Lu,W.W., Qu,S.S., Mo,S.S., Zou,L.L.","Guangxi Center for Animal Disease Prevention and Control, Division for Emergency Response and Control",,2018-10-24,GX01-2018,Pestivirus scrofae,11565,complete,China,,Sus scrofa,,2018
MG599478,Classical swine fever virus,GenBank,set:MG599478,"Badasara,S.K., Mohan,M., Dhar,P., Upmanyu,V., Tiwari,A.K., Malla,W.A., Mondal,P., Khan,R.I.N., Gandham,R., Sahoo,A.P.","ICAR - Indian Veterinary Research Institute, Division of Biological Standardisation",India,2018-10-06,,Pestivirus suis,11602,partial,,,,,
LC425854,Classical swine fever virus,GenBank,set:LC425854,"Nishi,T., Kameyama,K., Kato,T., Fukai,K.","Division of Transboundary Animal Diseases; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 185-0005",Japan,2018-10-05,,Pestivirus suis,12094,complete,Japan,,Sus scrofa domesticus,,2018-09
MG923683,Bovine viral diarrhea virus 1d,GenBank,set:MG923683,"Weber,M.N., Cibulski,S.P., Olegario,J.C., Silveira,S., Silva,M.S., Mosena,A.C.S., Bianchi,M.V., Pavarini,S.P., Mayer,F.Q., Canal,C.W.","Universidade Federal do Rio Grande do Sul, Laboratorio de Virologia",Brazil,2018-09-25,,Pestivirus bovis,12251,complete,Brazil,,Bos taurus,blood,2015
MH166806,Bovine viral diarrhea virus 1,GenBank,set:MH166806,"Deng,Y., Wang,S., Hao,G.","Xichang College, Animal Science Department",China,2018-09-25,XC,Pestivirus bovis,12192,complete,China: Xichang,,Bos taurus,blood,2015-09
MH499642,Atypical porcine pestivirus 1,GenBank,set:MH499642,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-DY/2018,Pestivirus scrofae,11269,partial,China,,Sus scrofa,,2018-03-25
MH499643,Atypical porcine pestivirus 1,GenBank,set:MH499643,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-KZ/2018,Pestivirus scrofae,11460,partial,China,,Sus scrofa,,2018-04-06
MH499644,Atypical porcine pestivirus 1,GenBank,set:MH499644,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-MY/2018,Pestivirus scrofae,11286,partial,China,,Sus scrofa,,2018-05-08
MH499645,Atypical porcine pestivirus 1,GenBank,set:MH499645,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-XC/2017,Pestivirus scrofae,11462,partial,China,,Sus scrofa,,2017-11-26
MH499646,Atypical porcine pestivirus 1,GenBank,set:MH499646,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-YB/2018,Pestivirus scrofae,11453,partial,China,,Sus scrofa,,2018-05-18
MH499647,Atypical porcine pestivirus 1,GenBank,set:MH499647,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-ZH/2017,Pestivirus scrofae,11443,partial,China,,Sus scrofa,,2017-08-17
MH499648,Atypical porcine pestivirus 1,GenBank,set:MH499648,"Zhang,B., Zhou,K.","College of Life Science and Technology, Southwest Minzu Universty",China,2018-08-22,APPV-China/SWU-QL/2018,Pestivirus scrofae,11313,partial,China,,Sus scrofa,,2018-06-12
MG770617,Pestivirus sp.,GenBank,set:MG770617,"Sozzi,E., Lavazza,A., Gaffuri,A., Bencetti,F.C., Prosperi,A., Lelli,D., Chiapponi,C., Moreno,A., Baioni,L.",stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna,Italy,2018-08-14,Ovine/IT/1756/17,Pestivirus sp.,12173,partial,Italy,,Ovis aries,,2017-01
LC388757,Classical swine fever virus,GenBank,set:LC388757,"Kokuho,T., Tran,T.H., Dang,V.H., Nguyen,T.D., Miyazawa,K.","Transboundary Animal Disease; 6-20-1 Josuihoncho, Kodaira, Tokyo 187-0022",Japan,2018-08-02,,Pestivirus suis,12296,complete,Viet Nam,,Sus scrofa,,2013
